,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
592,"136.25373905642024,31.08586910262646","133.486594114786,27.236054535505836","135.63019820038912,26.837837427042803","124.41118221060312,30.6904429869893","133.24987840466926,29.823090193336576","123.30530307636187,52.18960891901751","132.14048820525292,52.34790704036965","129.30072045233464,83.63829948929961","137.9071467655642,82.70604328793775","140.27130958171207,114.534046692607","142.84194126945525,113.56107885457199","126.62110134970817,113.75552498784047","132.94915795233464,113.75697653210116","127.01925766050584,170.27995804961088","127.74864725194553,170.70797361381324","121.15946467655642,221.8815965466926","120.29248996838521,222.00469661964982",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\0_123.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,0
593,"142.41381930933852,33.68216120500973","139.11113813229574,31.103112840466927","142.62063776750972,30.075104116001945","131.69114785992218,33.0644797239786","140.70479693579767,33.126766932149806","130.87215770914398,54.69910475437743","136.69006870136187,54.2207297239786","130.81022008754863,87.73537816147861","138.33497993677042,88.4949081955253","141.38085177529183,119.9814187135214","142.01033560311285,118.4127401507782","123.6193002188716,115.80001367947472","129.03290673638134,115.4876200753891","124.92651082198444,172.99392023346303","122.66045263861868,173.2491032344358","106.3547543774319,219.35487597276264","109.57578428988327,218.68762159533074",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\1_129.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,1
594,"150.93446011673151,42.50181633025292","147.7561557636187,38.02567561405642","148.65760274805447,37.13239451605058","137.8510153210117,39.658704705739304","142.88185493677042,38.6543500729572","135.49914883268482,59.98380882174125","140.56865576361866,59.968841196498055","136.40539883268482,93.80806177042801","136.08756383754863,91.56523589494164","142.900656614786,125.1537952942607","147.15705556906616,123.98464098978599","124.81019728842412,116.84872020914398","126.30682301799611,116.36245288180935","123.99946042071984,176.09770184824902","115.1145200024319,173.31094965953307","129.91999027237355,220.9864877188716","126.28294473492218,220.96715406128405",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\2_135.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,2
600,"153.76899927042803,53.16938989542802","149.8951848249027,47.10759666828794","154.1889743433852,47.4313784350681","143.8795142266537,49.52522343142024","149.75355666342412,47.94479191999027","139.063609557393,71.69399775048639","142.94265260214007,70.9206058487354","136.51851288910507,102.1161843385214","140.53685858463035,100.17711879863813","138.49293227140078,131.2641506566148","69.62211211089495,182.5811040856031","124.4868297057393,122.60996777723736","114.59635669990273,122.18424732490273","126.22849282587549,175.7870257782101","121.8210268725681,174.45902237354085","126.84946498054475,221.90734435797665","124.6438700753891,219.6673151750973",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\3_141.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,3
596,"157.90029182879377,66.82834539153697","153.92113022859922,61.87921023832685","156.9170719844358,61.40614740393969","149.04742217898834,63.94862597276265","152.59906979571986,63.42960770306421","142.20326179474708,81.66156979571984","143.1773923881323,81.10442758998055","135.39773832684824,118.77608979815176","131.7378860651751,112.25997081712062","146.4746321741245,149.4744497811284","75.3299185311284,167.7814627918288","123.28490545963035,130.50151994163426","112.91589402966926,129.04974768968873","128.01156675583658,175.97558973735408","96.95536691391051,169.5504924610895","125.86134332441634,221.16375851167317","126.01864968385215,220.73835724708172",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\4_147.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,4
608,"101.79014165856032,58.12966242096304","101.26275231031128,52.87681253039883","105.72195707684826,53.8682438594358","105.09197166828794,55.08812621595331","113.72087791828794,55.1210405520428","109.94624726410505,77.92353933608949","115.55835055933852,78.6890047422179","110.56688503161479,115.46056511429961","118.4108174246109,111.59326361867704","102.95419655885215,149.4747993677043","106.94971273103113,148.28521704766538","138.70107307879377,129.07408195525292","131.9798607733463,130.34751945525292","143.56196802042803,167.10513436284046","124.60354602383269,175.0180569066148","128.36347884241246,220.68195221303503","129.47653210116732,221.64599039396887",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\0_74.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,0
607,"108.58640108219845,45.2327372628891","107.45143026507782,39.69546069430934","110.63338247811284,40.83564111138132","113.03853052042801,41.225589737354085","116.7884545233463,40.987293287937746","118.21990515564202,60.813776750972764","116.91982307879377,63.43004468628405","113.42632082928016,97.96915278453308","112.26928805933852,98.58791342412451","104.25934004134241,130.18450571498056","106.36755228599222,130.04947410019454","128.94247020914398,125.5685189688716","129.97774805447472,125.09358280642023","141.64410566634243,172.6947653210117","126.3517752918288,175.33586150291828","177.6320221303502,206.4459660749027","129.39895428015564,222.96966196498056",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\1_80.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,1
610,"113.35312803988327,34.269884636429964","112.78419108706225,30.31479701179475","115.73956560068093,31.409130289396888","120.54600103356032,32.86031736381323","123.45333019212062,35.92680341074903","120.04355392752919,56.07794260700389","126.88830708900778,57.42064764713035","116.10394880836576,91.0409092290856","116.18551647616732,89.84270883998055","104.64338369406615,120.00283469114787","105.8602717655642,120.89896187986382","128.40378769455253,118.22799884484436","127.62135214007782,119.55681541828794","132.1553532344358,174.6347428258755","131.26556420233464,174.77270792801556","128.86805386673151,220.22542254377433","156.81902054961088,220.93611685311285",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\2_86.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,2
611,"117.35113691634241,32.339604359192606","118.02191755836576,28.924945282101167","120.33452395428016,29.06671783803502","123.8972215466926,33.86955860894942","128.532891536965,30.494478812013618","124.41630441391051,52.716147099951364","128.5137554717899,53.332164244892994","122.5103204036965,83.3703565783074","123.48089433365759,86.5227535262646","107.31072166828794,118.19959873540856","106.69188503161479,117.75506140564202","127.65656918774319,115.89244892996109","127.26462943822958,118.43643604085604","129.1960724708171,172.6661752188716","127.21605210359922,173.39111138132296","133.27088399805447,221.5110651750973","137.01592898832686,221.92880593385215",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\3_92.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,3
612,"120.49604815175097,32.41614482003891","121.08149927042801,28.77143687682393","123.00956803258755,29.400529319674124","125.99156432392996,31.447769105666342","130.73724768968873,30.705655702821012","128.3820981274319,50.09705207320039","127.47698048394942,52.226741093142024","124.11543196741245,82.09922938959144","125.09939658317121,83.79193518968872","109.88665795233463,113.84192607003891","111.7310995257782,116.30303076361868","129.00671814202335,116.14337609435798","125.26339828550584,116.50570738083658","125.58623388861868,171.91099221789884","122.76754772616732,172.45973674610894","128.37715831712063,220.9231365515564","129.9844813959144,221.34244285019454",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\4_98.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,4
604,"152.75421023832686,59.59719266780156","147.94134545233464,55.02220254742218","152.04980848735408,55.74488539640078","142.05906493190662,56.9452327030642","147.78974647373542,56.36581195282101","137.83598309824902,77.31768300097276","142.38228052042803,76.94997872081713","139.53412268968873,109.62853386429961","145.48784046692606,108.75153514105058","146.5461150291829,140.10487597276264","152.75904365272373,142.1537116974708","126.14070099708171,126.08596789883269","114.72670689445525,125.04188199173151","126.36623753647861,172.756702942607","122.54119041828794,172.06370075389106","127.1062591196498,220.2278848492218","126.17049945282102,219.49711211089493",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\0_74.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,0
603,"142.94748601653697,44.65542163180934","142.91623601653697,39.49882204523346","142.2960542315175,39.48533636308366","137.9155672422179,41.33136627553502","138.84431237840468,40.0697843202821","132.97010274805447,62.3950594297179","136.61066695038912,63.28919169503891","137.69930994649806,98.48594813959144","136.42581164883268,95.82257721303502","149.82269880836577,131.1944917315175","150.2432210603113,129.97528574902725","125.27342990029183,124.62708991974708","116.7368829036965,125.03347671449417","125.99674732490273,175.74513618677042","111.99627614299611,174.68354815175098","131.79553745136187,222.32899136673151","83.69654365272373,208.77831651264592",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\1_80.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,1
606,"141.83935736867704,33.78390989785992","138.5118251459144,30.53049762889105","142.31409593871595,28.301693214980546","131.73198869163426,31.958885578793776","137.5610712548638,31.35806785019455","128.34431237840468,56.30656462791829","135.0296388618677,54.768740880350194","129.41360651750972,88.8439627918288","140.70010031614785,90.51486502918289","148.14057940175098,119.45219023589495","147.72323382782102,119.57348917801556","123.35734587791829,115.89230453550584","127.2459873540856,115.50418743920234","126.80506748540856,174.71077030642024","118.12059976896887,174.87094175583658","107.15574081955253,220.04327273832686","107.61324325145914,219.0123723249027",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\2_86.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,2
605,"135.5807089007782,30.61161311405642","133.2835451118677,26.490988646035994","134.650656614786,26.817947090831712","124.74776568579767,29.580366913910506","131.98515017023345,29.551461423881324","123.06663424124514,52.46462335846304","129.78786174610894,52.00705252918288","131.1786843385214,86.02308791342412","139.77869649805447,89.8386277966926","147.15188776750972,120.03220756322958","146.36902662937743,122.10888101896887","125.02379468628405,118.47422178988327","126.55761338764592,118.39105058365759","126.17645002431907,174.06816938229574","125.67945950875486,174.47861442120623","122.72655490029183,223.26883207684824","119.77532982733463,223.49012037937743",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\3_92.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,3
609,"134.8737840466926,30.86319385335603","131.50717412451363,26.74182271400778","131.33861259727627,27.384393239299612","122.25162633754864,28.07791410809825","128.40760274805447,28.284272783925097","121.26351988083658,52.346641688959146","128.18032587548637,52.06988311648833","131.57446194066148,86.15312651994164","135.78416828793775,85.68762159533074","144.31236320525292,120.25886125972762","143.96745804961088,119.3170902237354","126.54936770428016,118.686922422179","131.42971789883268,117.53042923151752","132.0443366974708,168.43579766536965","128.68705921692606,169.9700723492218","126.81881535749028,220.47983037451363","126.10325723492218,220.70000911964982",SingleLegDeadlift,..\Python\dataset\SingleLegDeadlift\How to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_98.jpg,datasetSingleLegDeadliftHow to do a Single Leg Deadlift - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
