Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path
"83.651766172179,160.5958627188716","67.96390898589495,157.13182453793775","73.09606791099222,156.08598309824902","72.20827760214007,156.91903270914398","67.6985347762646,149.53989846789884","171.83922057392996,97.32791220817121","161.10832624027236,98.70473613813229","168.8328520184825,101.4075723492218","159.212047057393,96.5977094479572","183.4579280155642,160.09674428501947","82.39420446254864,196.966485286965","117.63657435554475,129.33716865272373","129.7603508025292,131.936390442607","165.43251459143968,93.9103690418288","164.46270063229574,95.91065023103113","86.9258876459144,156.64098978599222","80.44009910019456,168.08096729085602",GluteBridge,..\Python\dataset\GluteBridge\Glute Bridge.mp4_4_original\219.jpg
"81.90072501215954,161.79532465953307","68.12493920233463,156.458140807393","72.2325282709144,155.75066877431908","72.66011825145914,157.41412329766538","68.25080556906615,150.06345756322958","96.69680204280155,156.53073321984436","90.22098431420234,152.21640928988327","166.2001459143969,99.48316664640078","158.49080435311285,97.38802589980546","85.30910293044747,159.28083961575877","82.53502705496109,197.21912998540856","123.2669701483463,137.9875668774319","125.5308548151751,132.41030824416342","164.06367035505838,93.7819643725681","162.25434703307394,95.01194674124514","83.12034897859922,204.13316208657588","83.77787572957199,197.47475376945525",GluteBridge,..\Python\dataset\GluteBridge\Glute Bridge.mp4_4_original\231.jpg
"168.23291585603113,207.68468810797665","168.17064384727627,205.12948382782102","168.2630866974708,207.52928927529183","165.03846972276264,203.84493555447472","4.97186920522252,169.30850255350194","163.51906006809338,205.5906037208171","163.86291646400778,211.69783560311285","164.21531493190662,218.1223097033074","157.07000851167317,217.9613326848249","165.1057879377432,215.91442728599222","166.74100194552528,215.62101775291828","134.07452273832686,204.8104632782101","139.72770245622567,202.26179474708172","154.68339615758754,209.22270184824902","146.40079340953307,206.72014834630352","119.69509970817121,210.04751337548637","137.70994953793775,213.62186892023345",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_flipped\57.jpg
"169.3055082684825,206.16988387645915","168.40527723735408,205.2144485651751","166.891734557393,205.5788849708171","164.24271947957197,205.0294564688716","167.7662329766537,205.22618251459144","162.06198321984436,206.98463339007782","164.02421267023345,213.37793348735408","141.6956316877432,216.38749392023345","158.02059520914398,218.84799063715954","139.5917132782101,218.8258298881323","164.51439384727627,218.2709599951362","137.01700814688715,212.67508207684824","138.30845695525292,213.12735590953307","155.16041464007782,210.87995500972764","155.1274775048638,210.33817181420233","139.17803076361866,218.77191755836577","120.29054444309338,210.91242096303503",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_flipped\63.jpg
"80.9772236746109,161.68114664396887","67.0072045233463,157.01928805933852","71.4115013983463,156.08452395428014","71.46247264105058,157.40234375","68.55153362110894,150.2821467655642","97.04237597276264,156.44440053501947","89.98928441147861,152.39694795719845","165.72802164396887,99.2721455496109","158.368297057393,97.49394303258755","84.457874817607,159.92809156128405","186.59247324902725,157.66576483463035","102.63517600924125,140.79331833657588","124.94864877188716,132.99285627431908","164.07496352140078,93.64027541342412","164.63738752431908,93.02915248054475","83.33358159046692,204.0074933122568","79.09157648346303,160.45040430447472",GluteBridge,..\Python\dataset\GluteBridge\Glute Bridge.mp4_4_original\237.jpg
"151.10671510214007,214.95616488326849","4.094176533621109,169.29313594357976","5.0569469882356515,169.70411296206225","165.0933548151751,203.98539336089493","5.103872336302286,169.31476471303503","161.29766536964982,206.615500364786","162.92941391050584,213.46172786964982","140.75256870136187,218.78140199416342","158.54421510214007,219.91021704766538","139.94955313715954,220.24922482976655","166.42151021400778,218.3338247811284","139.09685068093384,205.33864299610894","141.4787056177043,205.38837548638134","155.3489785992218,208.5921388618677","156.13235651750972,208.3912785749027","119.15492005107004,212.27696376459144","158.2686344844358,212.49772008754863",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_flipped\69.jpg
"149.42763557879377,214.54410870622567","3.9851145466014106,169.21995075389106","5.048612958262403,169.61346364299612","164.5279517266537,204.35703428988327","5.150651389986624,169.23557575389106","162.2669473492218,207.71855240758754","163.17173820525292,212.3453611381323","143.56435432879377,219.5417527966926","160.21227504863813,219.33745744163426","138.77205435311285,220.09992096303503","166.7002219114786,218.3328520184825","141.5004255836576,207.39627918287937","142.657891536965,207.03351471303503","156.38749392023345,209.26427225194553","156.77831651264592,208.83200085116732","118.12284168287938,213.83646947957197","136.6131748540856,210.97987597276264",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_flipped\81.jpg
"150.393421692607,214.22195707684824","153.53772495136187,208.9406158803502","5.049425177073201,169.71067910992218","164.62557757782102,203.99056116245137","5.131658769303259,169.3122112110895","161.31224160992218,206.74028757295721","162.8069826118677,212.61247568093387","141.82750182392996,218.84540673638134","159.45970634727627,219.58273042315176","139.56312317607004,220.28398589494165","166.24182271400778,218.5042254377432","140.18104024805447,205.3586606274319","141.99601775291828,205.13314688715954","155.67286296206225,208.04094722762648","156.3059490515564,207.69484131809338","118.3327684216926,213.09326361867704","158.66766476167317,213.05736259727627",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_flipped\75.jpg
"83.16700358706225,206.29456468871595","84.24245348978599,204.99337305447472","81.95053349951363,205.45643847276264","87.45627127918289,204.16103781614785","85.5637159533074,204.2513679474708","94.53708657587549,210.7258481274319","103.94809399319067,202.11457320038912","131.3008876459144,204.1278574902724","135.15071741245137,201.93787998540856","89.6100057757782,210.0571954036965","90.23388861867704,209.5829280155642","124.22363661235408,205.24753769455253","124.518687682393,203.5972610651751","95.51192394212062,205.79485347762648","140.60089372568095,178.73293105544747","135.20469053988327,204.76691695038912","141.82105727140078,208.09210846303503",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_original\57.jpg
"82.04868373054475,204.3999422422179","82.6981623905642,205.31040248054475","82.05230119163424,204.17708839980546","85.86711910262646,204.7436922422179","85.1622157709144,203.53802893968873","94.72285384241245,212.45504012645915","104.02639378647861,205.73884362840468","136.83937256809338,206.3570038910506","133.54202638618676,206.8535384241245","90.67211059095331,211.06047847762648","92.69435493677042,210.06813898346303","134.3103112840467,211.06686223249028","133.35163849708172,210.2890625","90.78251155155642,207.57766901750972","90.93680082684826,207.68169382295721","139.81265199416342,209.14928866731518","140.44639165856032,210.3130015807393",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_original\63.jpg
"82.47176708414398,205.21750364785993","82.58121048151752,204.90518604085602","81.65232095087549,205.25729571984436","86.9870424975681,204.07706104085602","85.98533256322958,203.8827061040856","95.27231274319067,212.40249574416342","102.15808152966926,205.8892266536965","136.3288393725681,205.1945525291829","132.82789700875486,205.50685493677042","90.58689506322958,210.46972276264592","92.59689627918289,209.82484192607004","125.27547422178988,207.25647495136187","118.49958201605058,204.4465284533074","90.46153787694553,208.2028362110895","90.57135366001945,208.01568579766538","138.27764773832686,208.58876459143968","139.15349890564204,209.4092594844358",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_original\69.jpg
"82.73604693579766,204.34080131322958","82.50532739542801,205.06626945525292","81.35451118677042,205.16315053501947","87.11974100194553,204.22596972276264","85.96999635214009,203.6343932392996","94.94634606031128,212.02170476653697","103.02618859435798,205.79029365272373","137.07394516050584,206.77036721789884","133.03448747568095,207.14673516536965","89.85552954766537,210.9460724708171","92.0503860651751,210.4155672422179","125.68338855787938,207.7776325389105","124.37712791828794,206.6772859922179","90.4897859922179,208.4208718385214","100.19754681420234,208.47949598735408","139.9989968385214,208.85859982976655","140.71589250972764,209.52001763132296",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_original\75.jpg
"169.12279608463035,210.37100255350194","167.18143543287937,209.172984557393","4.887135783985895,169.6251063959144","168.1951301070039,207.08941816634243","4.884630255198201,169.1340740515564","162.0448990758755,209.85255046206225","163.97812803988327,213.60709508754863","117.00234071011673,176.00975802529183","158.53047482976655,214.84201726653697","168.2980909533074,210.66462487840468","165.7556237840467,209.30634423638134","142.07087487840468,199.43787998540856","143.1862840466926,199.64232733463035","110.20559490515565,161.69146704766538","110.4584599951362,162.03041403210116","128.9704675340467,203.20970634727627","139.48039275291828,204.82592108463035",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_3_flipped\101.jpg
"82.99237749270428,204.71563411964982","82.79875212791829,205.07447714007782","82.05578945768482,205.1239512402724","87.26883207684826,204.47934399319067","86.37158773103113,203.78628100680933","94.56616305933852,212.12720391536965","102.80866214737354,206.21098309824902","136.4906067607004,207.09118129863813","133.25112475680933,207.4607247081712","89.70154426070039,210.7338734192607","92.12907344357977,210.13390685797665","125.2428182757782,208.12667193579767","124.04986928501945,207.08566391050584","90.36841865272373,208.47379620622567","100.76570099708171,208.52783013132296","139.6306237840467,209.42249817607004","140.49613934824902,209.92578125",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_2_original\81.jpg
"4.9342482748662455,173.3646491974708","3.932633336879864,169.25524379863813","4.912174447501216,169.68564567120623","166.99385943579767,205.3225620136187","4.922827338430205,169.25737171692606","160.88299489299612,211.05816816634243","159.54403270914398,214.818093385214","113.11483159046693,170.58497993677042","151.79208718385215,212.17299975680933","162.3860043774319,207.65000303988327","162.89953185797665,206.90422847762648","143.80207320038912,200.74697531614785","145.45891597762648,201.1956012889105","109.58225924124514,160.09349160992218","108.6243160262646,160.60642631322958","143.9429869892996,207.9111898103113","144.9256748540856,207.96111989299612",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_3_flipped\107.jpg
"5.019081917254377,173.45659046692606","4.049430401872568,169.3140047422179","4.973596238904426,169.76880167801556","5.549425177073201,167.13364846789884","4.8870944605727145,169.2884545233463","161.86902662937743,211.31687743190662","158.99990880350194,215.9879924610895","112.78310432879377,170.72501215953307","152.15903149319067,210.26793531128405","159.72966318093384,206.54132721303503","162.43499209630352,205.33703185797665","148.34107490272373,194.97102991245137","147.43009788424123,197.86749148832686","109.86330404912451,160.75034958657588","109.07392996108949,161.33721425097278","146.33090649319067,209.1671479815175","148.42874513618676,209.5515412208171",GluteBridge,..\Python\dataset\GluteBridge\Wellness Wednesday - The glutes exercise you need to know.mp4_3_flipped\113.jpg
"73.97517935311284,158.18848796206225","66.9132721303502,157.12579036964982","70.64539761673151,157.18803197957197","71.32969813959144,158.40971546692606","68.8790126459144,151.20374817607004","94.54565144698444,159.04223917801556","89.71301222033074,152.6593962791829","166.26685615272373,99.5684657709144","158.41795355058366,96.77319430933852","183.5888405885214,159.5220695525292","186.8519576848249,157.79831894455253","122.88116336332685,138.5045142266537","125.39437925583658,132.86788667315176","164.6003009484436,93.74081195282102","162.61113813229574,94.64119497811284","186.67403331712063,162.2976957684825","85.13707593628405,194.68775839007782",GluteBridge,..\Python\dataset\GluteBridge\Glute Bridge.mp4_4_original\243.jpg
